Date,Close
7/24/2017,115.21
7/25/2017,115.55
7/26/2017,115.83
7/27/2017,116.83
7/28/2017,117.21
7/31/2017,111.78
8/1/2017,110.83
8/2/2017,112.15
8/3/2017,110.95
8/4/2017,117.61
8/7/2017,115.1
8/8/2017,107.59
8/9/2017,100.52
8/10/2017,102.24
8/11/2017,101.75
8/14/2017,102.32
8/15/2017,102.45
8/16/2017,102.87
8/17/2017,101.51
8/18/2017,99.92
8/21/2017,98.75
8/22/2017,99.62
8/23/2017,101.24
8/24/2017,102.95
8/25/2017,101.06
8/28/2017,101.2
8/29/2017,104.97
8/30/2017,105.04
8/31/2017,105.82
9/1/2017,104.99
9/5/2017,104.94
9/6/2017,106.14
9/7/2017,108.52
9/8/2017,107.58
9/11/2017,107.66
9/12/2017,109.02
9/13/2017,105.68
9/14/2017,107.14
9/15/2017,108.23
9/18/2017,108.97
9/19/2017,109.53
9/20/2017,110.15
9/21/2017,109.23
9/22/2017,108.46
9/25/2017,108.65
9/26/2017,108.09
9/27/2017,110.77
9/28/2017,112.27
9/29/2017,101.49
10/2/2017,98.51
10/3/2017,103.73
10/4/2017,110.88
10/5/2017,114.54
10/6/2017,109.95
10/9/2017,109.63
10/10/2017,111.05
10/11/2017,112.91
10/12/2017,114.12
10/13/2017,111.14
10/16/2017,111.25
10/17/2017,110.81
10/18/2017,111.16
10/19/2017,109.4
10/20/2017,107.63
10/23/2017,105.08
10/24/2017,103.91
10/25/2017,103.33
10/26/2017,102.51
10/27/2017,102.91
10/30/2017,106.17
10/31/2017,107.95
11/1/2017,110.24
11/2/2017,110.82
11/3/2017,113.12
11/6/2017,113.54
11/7/2017,113.31
11/8/2017,111.44
11/9/2017,111.82
11/10/2017,112.17
11/13/2017,112.39
11/14/2017,111.95
11/15/2017,117.22
11/16/2017,117.55
11/17/2017,115.88
11/20/2017,114.77
11/21/2017,127.54
11/22/2017,126.38
11/24/2017,128.15
11/27/2017,125.57
11/28/2017,124.07
11/29/2017,120.57
11/30/2017,124.49
12/1/2017,122.95
12/4/2017,115.44
12/5/2017,119.41
12/6/2017,116
12/7/2017,124.97
12/8/2017,123.39
12/11/2017,122.55
12/12/2017,122.32
12/13/2017,123.98
12/14/2017,130.82
12/15/2017,130.21
12/18/2017,129.55
12/19/2017,132.71
12/20/2017,134.23
12/21/2017,134.61
12/22/2017,135.62
12/26/2017,138.76
12/27/2017,136.4
12/28/2017,134.95
12/29/2017,132.01
1/2/2018,134.09
1/3/2018,134.41
1/4/2018,133.92
1/5/2018,133.43
1/8/2018,131.5
1/9/2018,131.32
1/10/2018,131.79
1/11/2018,132.53
1/12/2018,131.97
1/16/2018,130.3
1/17/2018,132.44
1/18/2018,131.99
1/19/2018,132.42
1/22/2018,133.75
1/23/2018,139.71
1/24/2018,137.63
1/25/2018,136.69
1/26/2018,138.55
1/29/2018,139.66
1/30/2018,138.87
1/31/2018,138.13
2/1/2018,135.7
2/2/2018,133.3
2/5/2018,132.5
2/6/2018,129.49
2/7/2018,132.06
2/8/2018,126.9
2/9/2018,126.06
2/12/2018,127.34
2/13/2018,127.32
2/14/2018,130.14
2/15/2018,130.67
2/16/2018,131.01
2/20/2018,130.83
2/21/2018,132.33
2/22/2018,117.27
2/23/2018,115.31
2/26/2018,118.33
2/27/2018,115.46
2/28/2018,113.64
3/1/2018,110.14
3/2/2018,111.86
3/5/2018,111.45
3/6/2018,112.04
3/7/2018,116.53
3/8/2018,118.51
3/9/2018,117.04
3/12/2018,119.9
3/13/2018,121.99
3/14/2018,122.64
3/15/2018,119.37
3/16/2018,118.82
3/19/2018,117.14
3/20/2018,117.31
3/21/2018,120.75
3/22/2018,119.31
3/23/2018,116.01
3/26/2018,115.03
3/27/2018,110.27
3/28/2018,110.42
3/29/2018,112.67
4/2/2018,105.86
4/3/2018,111.57
4/4/2018,112.18
4/5/2018,114.29
4/6/2018,110.82
4/9/2018,114.33
4/10/2018,116.09
4/11/2018,118.51
4/12/2018,122.51
4/13/2018,123.95
4/16/2018,120.58
4/17/2018,134.13
4/18/2018,133.39
4/19/2018,134.09
4/20/2018,132.43
4/23/2018,137.01
4/24/2018,135.91
4/25/2018,138.59
4/26/2018,136.78
4/27/2018,135.71
4/30/2018,132.91
5/1/2018,135.17
5/2/2018,137.59
5/3/2018,136.38
5/4/2018,140.81
5/7/2018,145.46
5/8/2018,144.56
5/9/2018,144.83
5/10/2018,144.29
5/11/2018,145.97
5/14/2018,144.54
5/15/2018,147.65
5/16/2018,150.68
5/17/2018,150.27
5/18/2018,154.7
5/21/2018,151.94
5/22/2018,151.81
5/23/2018,158.22
5/24/2018,159.96
5/25/2018,161.1
5/29/2018,162.16
5/30/2018,162.01
5/31/2018,160.99
6/1/2018,162.22
6/4/2018,160.76
6/5/2018,159.9
6/6/2018,160.89
6/7/2018,157.41
6/8/2018,158.54
6/11/2018,155.24
6/12/2018,155.12
6/13/2018,151.81
6/14/2018,148.62
6/15/2018,146.28
6/18/2018,150.22
6/19/2018,148.93
6/20/2018,152.53
6/21/2018,151.01
6/22/2018,151.25
6/25/2018,144.76
6/26/2018,146.51
6/27/2018,138.03
6/28/2018,138.46
6/29/2018,139.54
7/2/2018,140.78
7/3/2018,141.84
7/5/2018,140.72
7/6/2018,141.26
7/9/2018,145.53
7/10/2018,145.32
7/11/2018,144.85
7/12/2018,149.83
7/13/2018,151.77
7/16/2018,148.01
7/17/2018,146.36
7/18/2018,148.88
7/19/2018,148.61
7/20/2018,146.22
7/23/2018,143.95
7/24/2018,141.88
7/25/2018,141.51
7/26/2018,142.51
7/27/2018,138.99
7/30/2018,133.31
7/31/2018,135.07
8/1/2018,134.61
8/2/2018,133.81
8/3/2018,130.5
8/6/2018,130
8/7/2018,129
8/8/2018,134.46
8/9/2018,135.92
8/10/2018,134.96
8/13/2018,132.18
8/14/2018,133.48
8/15/2018,132.55
8/16/2018,133.93
8/17/2018,136.06
8/20/2018,134.26
8/21/2018,137.49
8/22/2018,144.17
8/23/2018,143.12
8/24/2018,143.29
8/27/2018,147.19
8/28/2018,146.17
8/29/2018,147.8
8/30/2018,146.62
8/31/2018,146.78
9/4/2018,143.25
9/5/2018,144.82
9/6/2018,139.63
9/7/2018,141.94
9/10/2018,140.91
9/11/2018,139.68
9/12/2018,140.82
9/13/2018,141.72
9/14/2018,141.18
9/17/2018,140.94
9/18/2018,149.2
9/19/2018,153.64
9/20/2018,170.1
9/21/2018,164.98
9/24/2018,166.52
9/25/2018,170
9/26/2018,163.12
9/27/2018,174.5
9/28/2018,172.74
10/1/2018,167.26
10/2/2018,162.33
10/3/2018,164.07
10/4/2018,156.95
10/5/2018,151.72
10/8/2018,146.06
10/9/2018,146.2
10/10/2018,139.44
10/11/2018,140.96
10/12/2018,143.32
10/15/2018,143.23
10/16/2018,147.47
10/17/2018,147.23
10/18/2018,145.31
10/19/2018,142.59
10/22/2018,139.66
10/23/2018,143.2
10/24/2018,136.17
10/25/2018,138.21
10/26/2018,135.9
10/29/2018,133.69
10/30/2018,131.93
10/31/2018,137.49
11/1/2018,147.25
11/2/2018,145.71
11/5/2018,143.62
11/6/2018,142.67
11/7/2018,150.73
11/8/2018,148.09
11/9/2018,137.87
11/12/2018,134.32
11/13/2018,132.18
11/14/2018,129.25
11/15/2018,130.34
11/16/2018,132.3
11/19/2018,125.39
11/20/2018,121.21
11/21/2018,125.46
11/23/2018,124.05
11/26/2018,127.7
11/27/2018,121.72
11/28/2018,121.53
11/29/2018,122.15
11/30/2018,123.02
12/3/2018,126.25
12/4/2018,127.05
12/6/2018,122.72
12/7/2018,124.84
12/10/2018,122.78
12/11/2018,122.99
12/12/2018,125.28
12/13/2018,120.86
12/14/2018,119.53
12/17/2018,119.15
12/18/2018,112.81
12/19/2018,110.03
12/20/2018,104.11
